"Indicadores de crecimiento y estructura. Censo (desde 2021). Concejos"

"Ámbito territorial";"2021 Tasa de Crecimiento Real [Pob.año - Pob.año anterior %]";"2021 Edad Media";"2021 Índice de juventud [0-19 / 60 y más %]";"2021 Índice de población infantil [0-14 / Pob. %]";"2021 Índice de vejez [65 y más / Pob. %]";"2021 Índice de envejecimiento  [65 y más / 0-15 %]";"2021 Índice de envejecimiento, Valaoras [65 y más / 0-14 %]";"2021 Índice de senectud o sobreenvejecimiento [85 y más / 65 y más %]";"2021 Índice de Friz [0-19 / 30-49 %]";"2021 Índice de dependencia global [(0-15 + 65 y más) / 16-64 %]";"2021 Relación de masculinidad [hombres / mujeres %]";"2021 Relación de feminidad [mujeres / hombres %]";"2021 Relación de masculinidad 15-49 años [hombres15-49 / mujeres15-49 %]";"2021 Relación de feminidad 15-49 años [mujeres15-49 / hombres15-49 %]";"2021 Tasa de extranjería [extranjeros / Pob. %]";"2021 Densidad de población  [hab. / km²]";"2022 Tasa de Crecimiento Real [Pob.año - Pob.año anterior %]";"2022 Edad Media";"2022 Índice de juventud [0-19 / 60 y más %]";"2022 Índice de población infantil [0-14 / Pob. %]";"2022 Índice de vejez [65 y más / Pob. %]";"2022 Índice de envejecimiento  [65 y más / 0-15 %]";"2022 Índice de envejecimiento, Valaoras [65 y más / 0-14 %]";"2022 Índice de senectud o sobreenvejecimiento [85 y más / 65 y más %]";"2022 Índice de Friz [0-19 / 30-49 %]";"2022 Índice de dependencia global [(0-15 + 65 y más) / 16-64 %]";"2022 Relación de masculinidad [hombres / mujeres %]";"2022 Relación de feminidad [mujeres / hombres %]";"2022 Relación de masculinidad 15-49 años [hombres15-49 / mujeres15-49 %]";"2022 Relación de feminidad 15-49 años [mujeres15-49 / hombres15-49 %]";"2022 Tasa de extranjería [extranjeros / Pob. %]";"2022 Densidad de población  [hab. / km²]";"2023 Tasa de Crecimiento Real [Pob.año - Pob.año anterior %]";"2023 Edad Media";"2023 Índice de juventud [0-19 / 60 y más %]";"2023 Índice de población infantil [0-14 / Pob. %]";"2023 Índice de vejez [65 y más / Pob. %]";"2023 Índice de envejecimiento  [65 y más / 0-15 %]";"2023 Índice de envejecimiento, Valaoras [65 y más / 0-14 %]";"2023 Índice de senectud o sobreenvejecimiento [85 y más / 65 y más %]";"2023 Índice de Friz [0-19 / 30-49 %]";"2023 Índice de dependencia global [(0-15 + 65 y más) / 16-64 %]";"2023 Relación de masculinidad [hombres / mujeres %]";"2023 Relación de feminidad [mujeres / hombres %]";"2023 Relación de masculinidad 15-49 años [hombres15-49 / mujeres15-49 %]";"2023 Relación de feminidad 15-49 años [mujeres15-49 / hombres15-49 %]";"2023 Tasa de extranjería [extranjeros / Pob. %]";"2023 Densidad de población  [hab. / km²]";"2024 Tasa de Crecimiento Real [Pob.año - Pob.año anterior %]";"2024 Edad Media";"2024 Índice de juventud [0-19 / 60 y más %]";"2024 Índice de población infantil [0-14 / Pob. %]";"2024 Índice de vejez [65 y más / Pob. %]";"2024 Índice de envejecimiento  [65 y más / 0-15 %]";"2024 Índice de envejecimiento, Valaoras [65 y más / 0-14 %]";"2024 Índice de senectud o sobreenvejecimiento [85 y más / 65 y más %]";"2024 Índice de Friz [0-19 / 30-49 %]";"2024 Índice de dependencia global [(0-15 + 65 y más) / 16-64 %]";"2024 Relación de masculinidad [hombres / mujeres %]";"2024 Relación de feminidad [mujeres / hombres %]";"2024 Relación de masculinidad 15-49 años [hombres15-49 / mujeres15-49 %]";"2024 Relación de feminidad 15-49 años [mujeres15-49 / hombres15-49 %]";"2024 Tasa de extranjería [extranjeros / Pob. %]";"2024 Densidad de población  [hab. / km²]";"2025 Tasa de Crecimiento Real [Pob.año - Pob.año anterior %]";"2025 Edad Media";"2025 Índice de juventud [0-19 / 60 y más %]";"2025 Índice de población infantil [0-14 / Pob. %]";"2025 Índice de vejez [65 y más / Pob. %]";"2025 Índice de envejecimiento  [65 y más / 0-15 %]";"2025 Índice de envejecimiento, Valaoras [65 y más / 0-14 %]";"2025 Índice de senectud o sobreenvejecimiento [85 y más / 65 y más %]";"2025 Índice de Friz [0-19 / 30-49 %]";"2025 Índice de dependencia global [(0-15 + 65 y más) / 16-64 %]";"2025 Relación de masculinidad [hombres / mujeres %]";"2025 Relación de feminidad [mujeres / hombres %]";"2025 Relación de masculinidad 15-49 años [hombres15-49 / mujeres15-49 %]";"2025 Relación de feminidad 15-49 años [mujeres15-49 / hombres15-49 %]";"2025 Tasa de extranjería [extranjeros / Pob. %]";"2025 Densidad de población  [hab. / km²]"
"33002 Aller";..;52.06;26.46;7.56;30.32;366.94;401.15;24.10;45.22;62.84;97.45;102.62;111.25;89.89;2.31;27.52;-1.54;51.86;25.93;7.62;30.88;379.40;405.28;23.47;45.05;63.97;97.69;102.36;111.10;90.01;2.39;27.10;-1.30;52.55;24.76;7.56;31.74;388.69;419.84;22.07;45.06;66.41;96.41;103.72;112.29;89.06;2.75;26.75;-0.76;52.81;24.80;7.46;32.66;402.84;437.99;20.41;46.65;68.84;97.27;102.80;111.77;89.47;3.24;26.55;0.17;52.79;24.95;7.62;33.27;404.99;436.30;18.50;47.62;70.88;96.91;103.19;111.91;89.36;4.24;26.59
