"Viviendas según intensidad de uso (por consumo eléctrico). Concejos"

"Ámbito territorial";"2021 TOTAL";"2021 Viviendas vacías";"2021 Viviendas con bajo consumo";"2021 Viviendas de uso esporádico";"2021 Viviendas de uso esporádico (entre 251 y 500 kwh)";"2021 Viviendas de uso esporádico (entre 501 y 750 kwh)";"2021 Viviendas con cosumo entre 751 y 1.000 kwh";"2021 Viviendas con cosumo entre 1.001 y 2.000 kwh";"2021 Viviendas con cosumo entre 2.001 y 3.000 kwh";"2021 Viviendas con cosumo entre 3.001 y 4.000 kwh";"2021 Viviendas con cosumo entre 4.001 y 5.000 kwh";"2021 Viviendas con cosumo entre 5.001 y 6.000 kwh";"2021 Viviendas con cosumo entre 6.001 y 7.000 kwh";"2021 Viviendas con cosumo entre 7.001 y 8.000 kwh";"2021 Viviendas con cosumo entre 8.001 y 9.000 kwh";"2021 Viviendas con cosumo entre 9.001 y 10.000 kwh";"2021 Viviendas con consumo mayor de 10.000 kwh";"2021 Mediana consumo anual kwh"
"33002 Aller";11034;4290;587;1187;629;558;552;1992;1248;580;260;108;70;42;24;26;68;1659
