"Viviendas según tipo de edificio. Concejos"

"Ámbito territorial";"2021 TOTAL";"2021 Unifamiliar";"2021 Plurifamiliar";"2021 No residencial";"2021 No consta"
"33002 Aller";11034;5088;5913;14;19
